iter	RMSE
207	0.0008019438759
208	0.0008014718765
209	0.0007997466804
210	0.0007988250989
211	0.0007981694493
212	0.0007970471486
213	0.0007959460846
214	0.0007944348605
215	0.0007936611019
216	0.0007932131119
217	0.0007919165472
218	0.0007909000907
219	0.0007902956467
220	0.0007895921982
221	0.0007889312603
222	0.0007879787236
223	0.0007873493854
224	0.0007862443154
225	0.0007857296105
226	0.0007845069704
227	0.000783752323
228	0.0007829313031
229	0.0007825386959
230	0.0007814636206
231	0.0007807274451
232	0.0007800141123
233	0.0007792284189
234	0.00077857021
235	0.0007774520604
236	0.0007762584883
237	0.0007757097223
238	0.0007744171754
239	0.0007734956208
240	0.000772466038
241	0.0007709568436
242	0.0007704288197
243	0.0007699923912
244	0.0007690606852
245	0.0007679681882
246	0.0007668759008
247	0.00076619004
248	0.0007653373295
249	0.0007645377833
250	0.0007634973279
251	0.0007629618062
252	0.0007623200039
253	0.0007607749842
254	0.000759855763
255	0.0007589292135
256	0.000758416413
257	0.0007576967751
258	0.0007569549951
259	0.0007557973345
260	0.0007553687435
261	0.0007543905093
262	0.0007536945676
263	0.0007532863507
264	0.0007526935524
265	0.0007515242792
266	0.0007510444675
267	0.0007503988549
268	0.0007498856912
269	0.0007488464058
270	0.0007480705499
271	0.0007470517976
272	0.0007464239029
273	0.0007453613071
274	0.0007444819592
275	0.0007434759301
276	0.0007424936679
277	0.0007413931743
278	0.0007409294652
279	0.0007403401384
280	0.0007397616594
281	0.0007394397432
282	0.0007385142136
283	0.0007380563967
284	0.0007373888885
285	0.0007366358499
286	0.0007359038221
287	0.0007347231648
288	0.0007340845979
289	0.0007335832544
290	0.0007331184184
291	0.0007321532601
292	0.0007316554309
293	0.000731191843
294	0.0007301655362
295	0.0007295009418
296	0.0007290867066
297	0.0007283172125
298	0.0007279090502
299	0.0007276332737
300	0.0007269093506
301	0.0007261277704
302	0.0007248781163
303	0.0007241601985
304	0.0007236165775
305	0.0007232069039
306	0.0007224955649
307	0.0007216349872
308	0.0007211819583
309	0.0007204275338
310	0.0007195781229
311	0.0007187113448
312	0.0007183292816
313	0.0007175580207
314	0.0007165657997
315	0.0007157528783
316	0.0007151284504
317	0.0007148793029
318	0.000714294501
319	0.0007139503993
320	0.000713309633
321	0.0007124417798
322	0.0007120110267
323	0.0007109726392
324	0.0007102507811
325	0.0007095770704
326	0.0007091803954
327	0.0007084192414
328	0.0007077529111
329	0.0007071856783
330	0.0007063285517
331	0.000705601376
332	0.0007048676031
333	0.0007046182421
334	0.0007042213576
335	0.0007037621443
336	0.0007033655069
337	0.0007027555928
338	0.0007023854028
339	0.0007017396191
340	0.0007010995472
341	0.0007005344615
342	0.0006995236499
343	0.0006990441974
344	0.0006986593954
345	0.0006979476524
346	0.0006965708199
347	0.0006961364651
348	0.0006956255217
349	0.0006951071661
350	0.0006943406525
351	0.0006938899087
352	0.0006931365047
353	0.0006924431957
354	0.0006919200018
355	0.0006914586812
356	0.0006910055233
357	0.0006902298937
358	0.0006897610844
359	0.000689287077
360	0.0006887738491
361	0.0006876501423
362	0.0006873222144
363	0.0006870183669
364	0.0006863556597
365	0.0006860065092
366	0.0006854853339
367	0.0006848405277
368	0.0006846086295
369	0.0006840073726
370	0.0006834563988
371	0.0006830556102
372	0.0006827708903
373	0.0006822674691
374	0.0006818107978
375	0.0006811518878
376	0.0006799246288
377	0.0006793336187
378	0.000678533259
379	0.0006782527894
380	0.0006778943577
381	0.0006774927586
382	0.0006765451374
383	0.0006758178035
384	0.0006753827207
385	0.0006747058302
386	0.0006743991709
387	0.0006740509006
388	0.0006737769067
389	0.0006731426389
390	0.000672725799
391	0.000672424469
392	0.0006721994108
393	0.0006718613283
394	0.0006710739213
395	0.0006705199638
396	0.000669652696
397	0.0006692759513
398	0.0006688504684
399	0.0006684591162
400	0.000667737827
401	0.0006672289695
402	0.0006668061839
403	0.0006664715169
404	0.0006658472041
405	0.0006655551191
406	0.0006651984626
407	0.0006646629462
408	0.0006644243346
409	0.0006639290345
410	0.0006633759521
411	0.0006630838618
412	0.0006628299112
413	0.0006620737152
414	0.0006614193027
415	0.0006609276183
416	0.0006607611856
417	0.0006602896532
418	0.00065984338
419	0.0006594395701
420	0.000658580768
421	0.0006582029319
422	0.0006578422909
423	0.0006572736734
424	0.0006566127359
425	0.0006560208427
426	0.0006554366724
427	0.0006549819824
428	0.0006544114361
429	0.0006536593533
430	0.000653071389
431	0.0006526330546
432	0.0006522433821
433	0.0006518053046
434	0.0006514533776
435	0.0006511701543
436	0.0006507128631
437	0.000650428771
438	0.0006496976356
439	0.0006493382319
440	0.0006485664169
441	0.0006481920922
442	0.0006470761733
443	0.0006465344686
444	0.0006462821092
445	0.0006453617699
446	0.0006446106053
447	0.0006442616887
448	0.0006439218165
449	0.000642623771
450	0.0006419867802
451	0.0006413586382
452	0.0006408505817
453	0.0006405218106
454	0.0006399059894
455	0.0006393347894
456	0.0006387025495
457	0.0006382869903
458	0.000637852228
459	0.0006373406368
460	0.0006368912102
461	0.00063654833
462	0.0006361091368
463	0.000635634921
464	0.000635171957
465	0.0006349856198
466	0.0006346078222
467	0.0006342124968
468	0.0006338183923
469	0.0006334713254
470	0.0006331158386
471	0.0006327787943
472	0.0006323405542
473	0.00063197056
474	0.0006317100991
475	0.0006312892117
476	0.000630746769
477	0.0006305446887
478	0.0006298798491
479	0.0006288862084
480	0.0006282781362
481	0.0006276643882
482	0.0006272613299
483	0.0006266922103
484	0.0006263912385
485	0.0006258796778
486	0.0006253581692
487	0.0006247472499
488	0.0006243978511
489	0.0006239637429
490	0.0006235850502
491	0.0006232013507
492	0.0006226152107
493	0.0006224030305
494	0.000622031298
495	0.000621556834
496	0.0006207176286
497	0.0006204012741
498	0.0006200270939
499	0.0006197355646
500	0.0006195429845
501	0.0006193983438
502	0.0006189067458
503	0.0006185073562
504	0.0006179403252
505	0.0006173909923
506	0.0006171379013
507	0.0006167232897
508	0.0006160744857
509	0.0006151860008
510	0.0006147495731
511	0.0006139851027
512	0.0006133131113
513	0.0006129248654
514	0.0006124551856
515	0.0006120332076
516	0.0006111858013
517	0.0006108308092
518	0.0006104714583
519	0.000609919778
520	0.0006096032315
521	0.0006092575884
522	0.0006085725151
523	0.0006081696216
524	0.0006077663294
525	0.0006074892476
526	0.0006070567732
527	0.0006065084275
528	0.000606060696
529	0.0006057587878
530	0.0006053372937
531	0.0006049270689
532	0.0006045818661
533	0.0006034935253
534	0.0006030389449
535	0.000602766234
536	0.0006021072226
537	0.0006018370155
538	0.0006013730806
539	0.0006011775797
540	0.0006008547203
541	0.0006001278559
542	0.0005996914526
543	0.0005994539554
544	0.0005992406575
545	0.0005989753949
546	0.0005987426204
547	0.0005984423493
548	0.0005979452608
549	0.0005977662353
550	0.0005973621216
551	0.000596929128
552	0.0005964004268
553	0.0005960693131
554	0.0005956469812
555	0.0005952694161
556	0.0005949503228
557	0.0005947608107
558	0.0005944776473
559	0.0005941530076
560	0.0005939379497
561	0.0005931621843
562	0.0005929485787
563	0.0005925893728
564	0.0005921873226
565	0.000592000485
566	0.0005917949398
567	0.0005914705019
568	0.0005912397266
569	0.0005911162979
570	0.0005903998069
571	0.0005901702407
572	0.0005899449184
573	0.0005896113087
574	0.0005893546637
575	0.000588940942
576	0.0005887636459
577	0.0005885017726
578	0.000588238041
579	0.0005878641367
580	0.0005875679185
581	0.0005872445719
582	0.0005869980683
583	0.0005867905406
584	0.0005864175087
585	0.0005858459
586	0.0005855994598
587	0.0005851412158
588	0.0005847733462
589	0.0005843711346
590	0.0005837890167
591	0.0005835329797
592	0.0005832035858
593	0.0005825329393
594	0.0005823814177
595	0.0005820105757
596	0.0005817368467
597	0.000581406165
598	0.0005810906669
599	0.0005807367447
600	0.0005804443267
601	0.0005801768318
602	0.000579700983
603	0.0005795370854
604	0.0005792512105
605	0.0005787065479
606	0.0005783391879
607	0.0005779274327
608	0.0005776939236
609	0.0005769811742
610	0.0005767827075
611	0.0005764315324
612	0.0005761694988
613	0.0005759259417
614	0.0005757709513
615	0.0005754075119
616	0.0005747695689
617	0.0005744575951
618	0.0005741007923
619	0.0005733295614
620	0.0005726204136
621	0.0005722297872
622	0.0005720294277
623	0.0005714111886
624	0.0005712945057
625	0.0005711494799
626	0.0005704819936
627	0.0005701614636
628	0.0005699334574
629	0.000569708669
630	0.0005695053952
631	0.0005690629269
632	0.0005688214754
633	0.000568640844
634	0.0005684570617
635	0.0005677947019
636	0.0005672356869
637	0.0005670094618
638	0.0005667321991
639	0.0005663924115
640	0.000566165157
641	0.0005659327418
642	0.0005656990031
643	0.0005655610483
644	0.0005652931182
645	0.0005649224455
646	0.0005644275362
647	0.0005641290659
648	0.0005637936647
649	0.0005630763365
650	0.0005628533076
651	0.000562717998
652	0.0005623557391
653	0.000562164939
654	0.0005619257205
655	0.0005616888076
656	0.0005615001131
657	0.0005611803681
658	0.0005609332777
659	0.000560765772
660	0.0005605012223
661	0.0005603229381
662	0.0005601317202
663	0.0005599529364
664	0.0005597642164
665	0.0005594164146
666	0.0005588592095
667	0.0005581887465
668	0.0005580168396
669	0.0005578382882
670	0.0005573800945
671	0.0005570473099
672	0.0005568369505
673	0.0005567087602
674	0.0005565203699
675	0.0005562857325
676	0.0005559435579
677	0.0005557281572
678	0.0005554898012
679	0.0005552989586
680	0.0005547922917
681	0.0005545856107
682	0.000554337894
683	0.0005537126422
684	0.0005535274581
685	0.0005531701359
686	0.0005530237966
687	0.0005527295495
688	0.0005524522457
689	0.0005521918883
690	0.0005520033262
691	0.0005517223969
692	0.0005510499818
693	0.0005507261177
694	0.0005505181225
695	0.0005501411174
696	0.0005496680325
697	0.0005493952694
698	0.0005488492516
699	0.0005486133732
700	0.0005482890032
701	0.0005480743859
702	0.0005478289868
703	0.0005474373548
704	0.0005471572666
705	0.0005469246005
706	0.000546669576
707	0.0005462785972
708	0.0005459738604
709	0.0005456790082
710	0.0005454570855
711	0.0005450858759
712	0.0005447339159
713	0.0005442164784
714	0.0005440149249
715	0.000543743513
716	0.0005435272808
717	0.0005432749112
718	0.0005430772164
719	0.00054294548
720	0.000542732466
721	0.0005425722295
722	0.0005422803144
723	0.00054207765
724	0.0005417991072
725	0.0005415424292
726	0.0005412358796
727	0.0005409281665
728	0.0005407814714
729	0.0005403569196
730	0.000540176776
731	0.0005398231237
732	0.0005395178061
733	0.0005393567863
734	0.0005389960166
735	0.0005386928979
736	0.0005384575873
737	0.0005382113211
738	0.0005379826006
739	0.000537467703
740	0.0005371760236
741	0.000536887371
742	0.0005366128941
743	0.0005364110852
744	0.0005361324851
745	0.0005359883567
746	0.0005355935597
747	0.0005354593164
748	0.0005352865452
749	0.0005349070349
750	0.0005344739232
751	0.0005341812671
752	0.0005339746523
753	0.0005338258608
754	0.0005336746358
755	0.0005334091181
756	0.0005331762594
757	0.0005329402997
758	0.000532742495
759	0.0005325372686
760	0.0005323081666
761	0.000531907058
762	0.0005317158498
763	0.0005313978619
764	0.0005311787187
765	0.0005305229944
766	0.0005301764083
767	0.0005299380237
768	0.0005297415475
769	0.0005296403603
770	0.0005292802886
771	0.0005288584961
772	0.0005283612672
773	0.0005280552769
774	0.0005279441807
775	0.00052768317
776	0.000527435513
777	0.0005272886681
778	0.0005270768067
779	0.0005268515208
780	0.0005266544208
781	0.0005264625586
782	0.0005262920156
783	0.00052618403
784	0.0005260043116
785	0.0005257472761
786	0.0005254087282
787	0.0005250921119
788	0.0005248099374
789	0.0005245400191
790	0.0005242301162
791	0.0005238171543
792	0.0005234416482
793	0.0005232789146
794	0.0005230927263
795	0.0005224168308
796	0.0005221705746
797	0.0005220047907
798	0.0005218313081
799	0.0005215009863
800	0.0005211891024
801	0.0005209827299
802	0.0005205889281
803	0.0005202469923
804	0.0005200208306
805	0.0005196521475
806	0.0005194195552
807	0.000519296553
808	0.0005187778509
809	0.0005181094116
810	0.0005177936312
811	0.0005175660203
812	0.0005171624648
813	0.0005169620582
814	0.0005168276108
815	0.0005163965908
816	0.0005160888475
817	0.000515917565
818	0.0005157849751
819	0.0005156033891
820	0.0005152725963
821	0.0005151141562
822	0.0005148904047
823	0.0005147267607
824	0.0005145444031
825	0.0005141928862
826	0.0005140765008
827	0.0005138255837
828	0.0005136012018
829	0.0005130939834
830	0.0005128738022
831	0.0005127329538
832	0.0005125375427
833	0.0005120859416
834	0.0005119401261
835	0.0005116057707
836	0.0005111759021
837	0.0005109674998
838	0.0005107162522
839	0.0005104515637
840	0.0005102593872
841	0.0005101762247
842	0.0005094604323
843	0.000509285165
844	0.0005088004557
845	0.0005084026946
846	0.0005081850435
847	0.0005079800237
848	0.0005077887631
849	0.0005075930795
850	0.00050713892
851	0.0005065824488
852	0.0005064491279
853	0.0005061926059
854	0.0005059444884
855	0.0005057746969
856	0.0005056088182
857	0.0005050991188
858	0.0005048987068
859	0.0005044666256
860	0.0005042168878
861	0.0005039746396
862	0.0005038343427
863	0.0005035759783
864	0.0005033242067
865	0.0005027321029
866	0.0005025213483
867	0.0005023881479
868	0.0005021675869
869	0.0005019863918
870	0.0005016832497
871	0.0005014050084
872	0.0005012648783
873	0.0005010933546
874	0.0005008527341
875	0.0005006609222
876	0.0005005496599
877	0.0005002612233
878	0.0005001481326
879	0.0004998647462
880	0.0004993018686
881	0.0004991269046
882	0.0004989026652
883	0.0004987620414
884	0.00049854269
885	0.0004984214253
886	0.0004982395388
887	0.0004981078663
888	0.0004977541004
889	0.0004975104091
890	0.0004973325473
891	0.0004971255996
892	0.0004970137158
893	0.0004968219701
894	0.0004966960048
895	0.0004965540076
896	0.0004963264871
897	0.0004960247143
898	0.0004958855336
899	0.0004956588382
900	0.0004954733726
901	0.0004952056047
902	0.0004951088753
903	0.0004948305113
904	0.0004946393553
905	0.000494522028
906	0.0004942425649
907	0.0004941357724
908	0.0004940570554
909	0.0004937986845
910	0.0004932440018
911	0.000492728721
912	0.0004924486813
913	0.0004922272421
914	0.0004919171685
915	0.0004917059184
916	0.0004914397052
917	0.0004912868052
918	0.0004910886615
919	0.0004908175285
920	0.0004906146638
921	0.0004904558164
922	0.0004902309623
923	0.0004899941924
924	0.0004899162515
925	0.0004896938863
926	0.0004895644161
927	0.0004893900603
928	0.0004889359086
929	0.0004887565499
930	0.0004886148842
931	0.0004882275289
932	0.0004880707202
933	0.0004879190586
934	0.0004877131753
935	0.0004875775449
936	0.0004873385167
937	0.0004871762552
938	0.0004870557147
939	0.0004867999896
940	0.0004864650246
941	0.0004863305751
942	0.000486123088
943	0.0004859272082
944	0.0004857491104
945	0.0004852525591
946	0.000485094516
947	0.0004849135727
948	0.0004848323373
949	0.0004846037073
950	0.0004843661125
951	0.0004842924294
952	0.0004838732404
953	0.0004837168856
954	0.0004835474757
955	0.0004834024522
956	0.0004831321674
957	0.0004829128361
958	0.0004823351311
959	0.0004821739113
960	0.0004817424975
961	0.0004814807311
962	0.0004813237723
963	0.0004809630856
964	0.0004806939041
965	0.0004805182641
966	0.0004801134999
967	0.0004796552622
968	0.0004794214222
969	0.0004793371237
970	0.0004791390479
971	0.000479011544
972	0.0004788664748
973	0.0004787014956
974	0.0004785539071
975	0.0004784427454
976	0.0004783128321
977	0.0004781693155
978	0.0004780126278
979	0.000477897119
980	0.0004776358281
981	0.0004775085672
982	0.0004773153428
983	0.0004769093385
984	0.0004765330957
985	0.0004762958198
986	0.0004761309533
987	0.000476043117
988	0.0004758916057
989	0.0004757170411
990	0.0004754104795
991	0.000475293922
992	0.0004751057685
993	0.0004745448211
994	0.0004744355846
995	0.0004742706693
996	0.0004741610954
997	0.0004739835401
998	0.0004738998618
999	0.0004737203797
